ID;LABEL;"LEFT(ADDRESS, 256)";SCHOOLNO;WWW;SCHOOL_TYPE;BUILDDATE;REGION_TYPE;ELDERATE_ID;GIS_X;GIS_Y
73;Mažylis;"A.Vivulskio g. 8A, Vilnius";190019318;;1;1964-06-18;;17;581880;6060972
72;Markučiai;"Pakraščio g. 15, Vilnius";190020587;;1;1996-01-05;;15;585081;6060677
71;"Lokiuko giraitė";"Kovo 11-osios g. 54, Grigiškės, Vilnius";190648777;;1;1992-01-12;;21;571108;6059688
161;Lokiukas;"I. Šimulionio g. 8, Vilnius";190028139;;1;1992-01-21;;10;578971;6062788
70;Linelis;"A. Mickevičiaus g. 21, Vilnius";290019080;;1;2013-12-17;;6;580686;6062243
69;Liepsnelė;"Kapsų g. 7, Vilnius";290018740;;1;1111-11-11;;19;582319;6059012
188;"Lazdynų mokykla";"Liudvinavo g. 128, Vilnius";190005489;;1;1968-06-01;;11;572930;6055966
68;Lazdynėlis;"Šiltnamių g. 36, Vilnius";190018173;;1;1992-01-21;;11;578475;6059833
67;Lašelis;"Dzūkų 21A, Vilnius";190017452;;1;1996-01-07;;19;582544;6059341
66;Lakštingala;"Lakštingalų g. 10, Vilnius";190023010;;1;1961-01-01;;13;585232;6066886
64;Kurpaitė;"Birželio 23-iosios g. 6A, Vilnius";190017114;;1;1995-09-01;;17;581350;6060317
65;Kūlverstukas;"Suvalkų g. 6, Vilnius";190013436;;1;1995-09-01;;17;581645;6061494
61;Krivūlė;"Lydos g. 5, Vilnius";190015782;;1;1992-01-21;;16;582618;6060984
62;Kodėlčiukas;"Laisvės pr. 59, Vilnius";190031459;;1;1987-12-12;;5;579454;6065252
63;Klevelis;"Stadiono g. 5, Vilnius";190015063;;1;1996-01-13;;15;583359;6059967
60;Kaštonas;"Antakalnio g. 108, Vilnius";190019841;;1;1961-01-01;;13;584743;6065166
59;Karusėlė;"Gedvydžių 25, Vilnius";190033652;;1;1991-11-15;;4;579862;6067383
152;Justinukas;"Taikos g. 99, Vilnius";190016731;;1;1984-04-24;;8;578141;6065757
58;Jurginėlis;"Justiniškių g. 47, Vilnius";190029045;;1;1961-01-01;;9;578565;6063867
57;Jovarėlis;"S. Stanevičiaus g. 21, Vilnius";190033467;;1;1960-01-01;;4;580839;6065899
56;Gudrutis;"Trakų g. 12, Vilnius";190012715;;1;1986-05-30;;16;582563;6061178
377;Gluosnis;"Justiniškių g. 65";304028651;;1;2015-03-18;;9;578425;6064191
55;Giraitė;"Erfurto g. 42, Vilnius";190025214;;1;1990-01-14;;11;577792;6060491
54;Gintarėlis;"Didlaukio g. 35, Vilnius";190029383;;1;2012-09-12;;1;581859;6066821
53;Gilužis;"Vydūno g. 11A, Vilnius";190028324;;1;1992-01-21;;12;576329;6063915
186;Giliukas;"Ozo g. 37";302716948;;1;2012-03-01;;4;580073;6063931
52;Gervelė;"Dzūkų g. 32, Vilnius";190013589;;1;1996-01-06;;19;582938;6059430
50;"Geniukų kalvė";"Muitinės g. 30, Vilnius";190012487;;1;1996-01-02;;17;581387;6060906
51;Gelvonėlis;"Gelvonų g. 1, Vilnius";290031830;;1;1996-01-13;;5;581076;6065015
155;Gėlynas;"Gėlių g. 9A, Vilnius";190012334;;1;1996-01-01;;16;582724;6060442
49;Gandriukas;"Fabijoniškių g. 7, Vilnius";190033129;;1;1111-11-11;;4;580283;6065778
163;Gabijėlė;"Gabijos g. 1, Vilnius";190033271;;1;1989-08-01;;7;579033;6066898
47;Eglutė;"Miglos g. 3, Vilnius";190019994;;1;2013-12-17;;6;580436;6063700
46;"Du gaideliai";"Pelesos g. 15, Vilnius";190014723;;1;1960-01-01;;19;582659;6059555
45;Drugelis;"Rinktinės g. 28A, Vilnius";190017071;;1;1968-06-01;;3;582953;6062908
44;Drevinukas;"K. Donelaičio g. 12, Vilnius";190018935;;1;2012-07-01;;17;580761;6061130
43;Dobilėlis;"Savanorių pr. 55, Vilnius";190014495;;3;1990-09-17;;1111;580102;6060140
317;"Dienos centras šviesa";"Baltasis Skersgatvis 3, Vilnius 01207";190997946;www.dcsviesa.lt;4;1992-06-24;;16;584087;6061388
368;"Dienos centras „Šviesa“";"Baltasis skg. 3A, LT-01207 Vilnius";190997946;;4;2015-01-01;;0;584122;6061407
42;Delfinukas;"V.Maciulevičiaus g. 32, Vilnius";190027037;;1;1973-11-16;;10;577517;6062088
160;Dainorėliai;"Ankštoji g. 11, Vilnius";190012291;;1;1996-01-02;;17;581591;6062278
41;Daigelis;"Dariaus ir Girėno g. 14, Vilnius";191727213;;1;1996-01-13;;19;582247;6059212
40;Čiauškutis;"Sausio 13-osios g. 6, Vilnius";190027941;;3;1973-12-10;;1111;578557;6062138
39;Coliukė;"A. Kojelavičiaus g. 298, Vilnius";190015444;;1;1991-11-15;;14;592006;6063279
170;Boružėlė;"Latvių g. 40, Vilnius";190021721;;1;1111-11-11;;6;580336;6062719
37;Bitutė;"Paberžės g. 20, Vilnius";190031797;;1;1996-01-14;;5;580866;6065254
36;Birutės;"Birutės g. 4, Vilnius";190016927;;1;1974-12-13;;6;580647;6061804
35;Bildukas;"Mindaugo g. 7/2, Vilnius";190014876;;1;1989-09-01;;17;582078;6061130
34;Beržynėlis;"Beržyno g. 7A, Vilnius";190019275;;1;1978-12-12;;17;580943;6061242
143;Berželis;"Taikos 187, Vilnius";190026120;;1;1111-11-11;;8;578102;6064814
154;Bangelė;"Žemaitės g. 3. Vilnius";190020434;;1;2013-03-06;;18;580757;6060388
327;Ąžuolas;"Žirmūnų g. 32";190020214;;1;1986-10-26;;2;583795;6063664
48;Aušrinė;"Laisvės pr. 57, Vilnius";190031110;;1;2013-03-07;;5;579432;6065169
33;Aušrelė;"Gerosios vilties g. 28, Vilnius";190020391;;1;1111-11-11;;18;580536;6060144
142;Aušra;"Medeinos g. 5, Vilnius";190032365;;1;1980-07-17;;7;578753;6066482
32;Atžalėlės;"Antakalnio g. 74, Vilnius";190019122;;1;1989-11-14;;13;584600;6064495
31;Aitvaras;"Pašilaičių g. 10, Vilnius";190032931;;1;1987-12-12;;7;579323;6066674
153;Aidas;"Lakštingalų g. 8, Vilnius";190017790;;3;1998-11-14;;1111;585334;6066829
283;"„Atžalyno” mokykla-darželis";"Genių g. 25";191665861;;1;2014-09-01;;14;591840;6062220
10;"_Testinis darželis Vilnius1";"Testinis darželis - adresas";190017790;;1;2013-05-10;;0;0;0
